sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,907,32798.976,310.03,39638.416,382.542,232678,29748671,287098
Blazing Shot,105,33732.714,36.376,4719.427,124.008,27300,3541935,93068
Drill,39,88557.744,34.297,4601.929,177.078,25740,3453752,132897
Heated Clean Shot,48,52003.708,26.862,3326.016,127.378,20160,2496178,95597
Shot,284,7395.585,30.273,2798.592,44.292,22720,2100346,33241
Heated Slug Shot,49,39726.673,20.893,2593.743,98.377,15680,1946607,73832
Double Check,80,23260.538,19.187,2479.468,74.429,14400,1860843,55859
Checkmate,79,23281.456,18.947,2450.676,74.016,14220,1839235,55549
Excavator,13,132441.615,11.432,2294.122,55.819,8580,1721741,41892
Air Anchor,19,86051.526,16.709,2178.517,123.664,12540,1634979,92810
Full Metal Field,7,210958.286,8.394,1967.63,21.486,6300,1476708,16125
Heated Split Shot,50,27283.14,14.657,1817.662,68.222,11000,1364157,51201
Crowned Collider (pet),19,64389.105,13.823,1630.102,105.641,10374,1223393,79284
Chain Saw,13,88092.692,11.432,1525.921,101.498,8580,1145205,76174
Arm Punch (pet),57,19807.474,12.759,1504.363,56.288,9576,1129026,42244
Pile Bunker (pet),19,56132.158,12.051,1421.065,92.096,9044,1066511,69118
Wildfire (dot),7,144651.0,13.431,1349.175,14.731,10080,1012557,11056
Roller Dash (pet),19,38710.421,8.506,980.009,62.18,6384,735498,46666
