sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aeolian Edge,Aeolian Edge (pet),Armor Crush,Armor Crush (pet),Auto,Bhavacakra,Dokumori,Dream Within a Dream,Fleeting Raiju,Fleeting Raiju (pet),Fuma Shuriken,Gust Slash,Gust Slash (pet),Hyosho Ranryu,Kunai's Bane,Phantom Kamaitachi (pet),Raiton,Spinning Edge,Spinning Edge (pet),Suiton,Tenri Jindo,Zesho Meppo
-900,80,Suiton,59027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59027,0,0
80,612,Auto,7862.0,0,0,0,0,7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59027,0,0
601,1001,Spinning Edge,30857.0,0,0,0,0,7862,0,0,0,0,0,0,0,0,0,0,0,0,30857,0,59027,0,0
2250,2782,Auto,8509.0,0,0,0,0,16371,0,0,0,0,0,0,0,0,0,0,0,0,30857,0,59027,0,0
2721,3121,Gust Slash,44529.0,0,0,0,0,16371,0,0,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
3491,4561,Dokumori,44529.0,0,0,0,0,16371,0,44529,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
4420,4952,Auto,8934.0,0,0,0,0,25305,0,44529,0,0,0,0,44529,0,0,0,0,0,30857,0,59027,0,0
4841,6401,Phantom Kamaitachi (pet),76085.0,0,0,0,0,25305,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
7049,7049,Armor Crush (pet),21543.0,0,0,0,21543,25305,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
6590,7122,Auto,11070.0,0,0,0,21543,36375,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
6961,7581,Armor Crush,72422.0,0,0,72422,21543,36375,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
8760,9292,Auto,12177.0,0,0,72422,21543,48552,0,44529,0,0,0,0,44529,0,0,0,76085,0,30857,0,59027,0,0
8381,9671,Kunai's Bane,101393.0,0,0,72422,21543,48552,0,44529,0,0,0,0,44529,0,0,101393,76085,0,30857,0,59027,0,0
10082,10702,Hyosho Ranryu,269275.0,0,0,72422,21543,48552,0,44529,0,0,0,0,44529,0,269275,101393,76085,0,30857,0,59027,0,0
10702,11402,Dream Within a Dream,28674.0,0,0,72422,21543,48552,0,44529,28674,0,0,0,44529,0,269275,101393,76085,0,30857,0,59027,0,0
10930,11462,Auto,12177.0,0,0,72422,21543,60729,0,44529,28674,0,0,0,44529,0,269275,101393,76085,0,30857,0,59027,0,0
10702,11552,Dream Within a Dream,28674.0,0,0,72422,21543,60729,0,44529,57348,0,0,0,44529,0,269275,101393,76085,0,30857,0,59027,0,0
10702,11702,Dream Within a Dream,28674.0,0,0,72422,21543,60729,0,44529,86022,0,0,0,44529,0,269275,101393,76085,0,30857,0,59027,0,0
12583,13293,Raiton,117903.0,0,0,72422,21543,60729,0,44529,86022,0,0,0,44529,0,269275,101393,76085,117903,30857,0,59027,0,0
13100,13632,Auto,12177.0,0,0,72422,21543,72906,0,44529,86022,0,0,0,44529,0,269275,101393,76085,117903,30857,0,59027,0,0
