sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12932.0,42,53462,12932,0,49391,0,0
5841,6511,Dosis III,56135.0,42,109597,12932,0,49391,0,0
6701,7233,Auto,22.0,64,109597,12932,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12932.0,64,109597,25864,0,49391,0,0
7322,7992,Phlegma III,101968.0,64,109597,25864,101968,49391,0,0
7942,9042,Psyche,101968.0,64,109597,25864,101968,49391,101968,0
9501,10033,Auto,22.0,86,109597,25864,101968,49391,101968,0
9762,10432,Phlegma III,101968.0,86,109597,25864,203936,49391,101968,0
940,10500,Eukrasian Dosis III (dot),12932.0,86,109597,38796,203936,49391,101968,0
940,13500,Eukrasian Dosis III (dot),12932.0,86,109597,51728,203936,49391,101968,0
13163,13833,Dosis III,56135.0,86,165732,51728,203936,49391,101968,0
13663,14195,Auto,22.0,108,165732,51728,203936,49391,101968,0
15603,16273,Dosis III,56135.0,108,221867,51728,203936,49391,101968,0
940,16500,Eukrasian Dosis III (dot),12932.0,108,221867,64660,203936,49391,101968,0
16463,16995,Auto,22.0,130,221867,64660,203936,49391,101968,0
18044,18714,Dosis III,56135.0,130,278002,64660,203936,49391,101968,0
940,19500,Eukrasian Dosis III (dot),12932.0,130,278002,77592,203936,49391,101968,0
19263,19795,Auto,22.0,152,278002,77592,203936,49391,101968,0
20484,21154,Dosis III,56135.0,152,334137,77592,203936,49391,101968,0
940,22500,Eukrasian Dosis III (dot),12932.0,152,334137,90524,203936,49391,101968,0
22924,23594,Dosis III,56135.0,152,390272,90524,203936,49391,101968,0
23424,23956,Auto,22.0,174,390272,90524,203936,49391,101968,0
940,25500,Eukrasian Dosis III (dot),12932.0,174,390272,103456,203936,49391,101968,0
26224,26756,Auto,21.0,195,390272,103456,203936,49391,101968,0
25406,28500,Eukrasian Dosis III (dot),12932.0,195,390272,116388,203936,49391,101968,0
27866,28536,Dosis III,53462.0,195,443734,116388,203936,49391,101968,0
29024,29556,Auto,21.0,216,443734,116388,203936,49391,101968,0
30307,30977,Dosis III,53462.0,216,497196,116388,203936,49391,101968,0
25406,31500,Eukrasian Dosis III (dot),12932.0,216,497196,129320,203936,49391,101968,0
32747,33417,Dosis III,49391.0,216,546587,129320,203936,49391,101968,0
33247,33779,Auto,21.0,237,546587,129320,203936,49391,101968,0
25406,34500,Eukrasian Dosis III (dot),12932.0,237,546587,142252,203936,49391,101968,0
35188,35858,Dosis III,49391.0,237,595978,142252,203936,49391,101968,0
36047,36579,Auto,21.0,258,595978,142252,203936,49391,101968,0
25406,37500,Eukrasian Dosis III (dot),12932.0,258,595978,155184,203936,49391,101968,0
37628,38298,Dosis III,49391.0,258,645369,155184,203936,49391,101968,0
38847,39379,Auto,21.0,279,645369,155184,203936,49391,101968,0
25406,40500,Eukrasian Dosis III (dot),12932.0,279,645369,168116,203936,49391,101968,0
40069,40739,Dosis III,49391.0,279,694760,168116,203936,49391,101968,0
42509,43179,Dosis III,49391.0,279,744151,168116,203936,49391,101968,0
25406,43500,Eukrasian Dosis III (dot),12932.0,279,744151,181048,203936,49391,101968,0
43009,43541,Auto,21.0,300,744151,181048,203936,49391,101968,0
44949,45619,Dosis III,49391.0,300,793542,181048,203936,49391,101968,0
45809,46341,Auto,21.0,321,793542,181048,203936,49391,101968,0
25406,46500,Eukrasian Dosis III (dot),12932.0,321,793542,193980,203936,49391,101968,0
47390,48060,Dosis III,49391.0,321,842933,193980,203936,49391,101968,0
48609,49141,Auto,21.0,342,842933,193980,203936,49391,101968,0
25406,49500,Eukrasian Dosis III (dot),12932.0,342,842933,206912,203936,49391,101968,0
49830,50500,Dosis III,49391.0,342,892324,206912,203936,49391,101968,0
25406,52500,Eukrasian Dosis III (dot),12932.0,342,892324,219844,203936,49391,101968,0
52271,52941,Dosis III,49391.0,342,941715,219844,203936,49391,101968,0
52771,53303,Auto,21.0,363,941715,219844,203936,49391,101968,0
