sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Communio,Cross Reaping,Executioner's Gallows,Executioner's Gibbet,Gallows,Gibbet,Gluttony,Harpe,Harvest Moon,Infernal Slice,Lemure's Slice,Perfectio,Plentiful Harvest,Sacrificium,Shadow of Death,Slice,Soul Slice,Unveiled Gallows,Unveiled Gibbet,Void Reaping,Waxing Slice
-900,-10,Harpe,30859.0,0,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,522,Auto,9852.0,9852,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1961,Shadow of Death,30859.0,9852,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,30859,0,0,0,0,0,0
3190,3722,Auto,11731.0,21583,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,30859,0,0,0,0,0,0
3291,4321,Soul Slice,63686.0,21583,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
5131,6201,Gluttony,68583.0,21583,0,0,0,0,0,0,68583,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
5781,6401,Executioner's Gibbet,95873.0,21583,0,0,0,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
6390,6922,Auto,12083.0,33666,0,0,0,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
9590,10122,Auto,12083.0,45749,0,0,0,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
8272,10412,Executioner's Gallows,103440.0,45749,0,0,103440,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,63686,0,0,0,0
10762,11792,Soul Slice,65596.0,45749,0,0,103440,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,129282,0,0,0,0
12790,13322,Auto,12083.0,57832,0,0,103440,95873,0,0,68583,30859,0,0,0,0,0,0,30859,0,129282,0,0,0,0
13253,14413,Plentiful Harvest,126151.0,57832,0,0,103440,95873,0,0,68583,30859,0,0,0,0,126151,0,30859,0,129282,0,0,0,0
15743,16283,Void Reaping,73165.0,57832,0,0,103440,95873,0,0,68583,30859,0,0,0,0,126151,0,30859,0,129282,0,0,73165,0
15990,16522,Auto,12083.0,69915,0,0,103440,95873,0,0,68583,30859,0,0,0,0,126151,0,30859,0,129282,0,0,73165,0
16363,17123,Sacrificium,88304.0,69915,0,0,103440,95873,0,0,68583,30859,0,0,0,0,126151,88304,30859,0,129282,0,0,73165,0
17244,17864,Cross Reaping,80734.0,69915,0,80734,103440,95873,0,0,68583,30859,0,0,0,0,126151,88304,30859,0,129282,0,0,73165,0
17864,18574,Lemure's Slice,35318.0,69915,0,80734,103440,95873,0,0,68583,30859,0,0,35318,0,126151,88304,30859,0,129282,0,0,73165,0
18744,19284,Void Reaping,80734.0,69915,0,80734,103440,95873,0,0,68583,30859,0,0,35318,0,126151,88304,30859,0,129282,0,0,153899,0
19190,19722,Auto,12083.0,81998,0,80734,103440,95873,0,0,68583,30859,0,0,35318,0,126151,88304,30859,0,129282,0,0,153899,0
20245,20865,Cross Reaping,80734.0,81998,0,161468,103440,95873,0,0,68583,30859,0,0,35318,0,126151,88304,30859,0,129282,0,0,153899,0
20865,21575,Lemure's Slice,35318.0,81998,0,161468,103440,95873,0,0,68583,30859,0,0,70636,0,126151,88304,30859,0,129282,0,0,153899,0
22545,23165,Communio,138766.0,81998,138766,161468,103440,95873,0,0,68583,30859,0,0,70636,0,126151,88304,30859,0,129282,0,0,153899,0
23045,23577,Auto,12083.0,94081,138766,161468,103440,95873,0,0,68583,30859,0,0,70636,0,126151,88304,30859,0,129282,0,0,153899,0
24866,25406,Unveiled Gibbet,55502.0,94081,138766,161468,103440,95873,0,0,68583,30859,0,0,70636,0,126151,88304,30859,0,129282,0,55502,153899,0
24246,25536,Perfectio,163998.0,94081,138766,161468,103440,95873,0,0,68583,30859,0,0,70636,163998,126151,88304,30859,0,129282,0,55502,153899,0
26245,26777,Auto,11731.0,105812,138766,161468,103440,95873,0,0,68583,30859,0,0,70636,163998,126151,88304,30859,0,129282,0,55502,153899,0
26736,27226,Gibbet,75933.0,105812,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,30859,0,129282,0,55502,153899,0
29445,29977,Auto,11731.0,117543,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,30859,0,129282,0,55502,153899,0
29227,30387,Shadow of Death,36740.0,117543,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,0,129282,0,55502,153899,0
31717,32207,Slice,51434.0,117543,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,129282,0,55502,153899,0
32645,33177,Auto,11731.0,129274,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,129282,0,55502,153899,0
34208,34788,Waxing Slice,56579.0,129274,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,129282,0,55502,153899,56579
35845,36377,Auto,10837.0,140111,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,129282,0,55502,153899,56579
36698,37728,Soul Slice,58841.0,140111,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,188123,0,55502,153899,56579
37318,37858,Unveiled Gallows,49788.0,140111,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,188123,49788,55502,153899,56579
39045,39577,Auto,10837.0,150948,138766,161468,103440,95873,0,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,188123,49788,55502,153899,56579
39189,39679,Gallows,70159.0,150948,138766,161468,103440,95873,70159,75933,68583,30859,0,0,70636,163998,126151,88304,67599,51434,188123,49788,55502,153899,56579
41679,42219,Infernal Slice,67895.0,150948,138766,161468,103440,95873,70159,75933,68583,30859,0,67895,70636,163998,126151,88304,67599,51434,188123,49788,55502,153899,56579
42245,42777,Auto,10837.0,161785,138766,161468,103440,95873,70159,75933,68583,30859,0,67895,70636,163998,126151,88304,67599,51434,188123,49788,55502,153899,56579
44170,44660,Slice,47524.0,161785,138766,161468,103440,95873,70159,75933,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,55502,153899,56579
44790,45330,Unveiled Gibbet,49788.0,161785,138766,161468,103440,95873,70159,75933,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,105290,153899,56579
45445,45977,Auto,10837.0,172622,138766,161468,103440,95873,70159,75933,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,105290,153899,56579
46660,47150,Gibbet,70159.0,172622,138766,161468,103440,95873,70159,146092,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,105290,153899,56579
48645,49177,Auto,10837.0,183459,138766,161468,103440,95873,70159,146092,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,105290,153899,56579
49151,49691,Void Reaping,65629.0,183459,138766,161468,103440,95873,70159,146092,68583,30859,0,67895,70636,163998,126151,88304,67599,98958,188123,49788,105290,219528,56579
49771,50531,Sacrificium,79212.0,183459,138766,161468,103440,95873,70159,146092,68583,30859,0,67895,70636,163998,126151,167516,67599,98958,188123,49788,105290,219528,56579
50651,51271,Cross Reaping,72418.0,183459,138766,233886,103440,95873,70159,146092,68583,30859,0,67895,70636,163998,126151,167516,67599,98958,188123,49788,105290,219528,56579
51271,51981,Lemure's Slice,31680.0,183459,138766,233886,103440,95873,70159,146092,68583,30859,0,67895,102316,163998,126151,167516,67599,98958,188123,49788,105290,219528,56579
51845,52377,Auto,10837.0,194296,138766,233886,103440,95873,70159,146092,68583,30859,0,67895,102316,163998,126151,167516,67599,98958,188123,49788,105290,219528,56579
52152,52692,Void Reaping,72418.0,194296,138766,233886,103440,95873,70159,146092,68583,30859,0,67895,102316,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
53652,54272,Cross Reaping,72418.0,194296,138766,306304,103440,95873,70159,146092,68583,30859,0,67895,102316,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
54272,54982,Lemure's Slice,31680.0,194296,138766,306304,103440,95873,70159,146092,68583,30859,0,67895,133996,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
55045,55577,Auto,10837.0,205133,138766,306304,103440,95873,70159,146092,68583,30859,0,67895,133996,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
55953,56573,Communio,124476.0,205133,263242,306304,103440,95873,70159,146092,68583,30859,0,67895,133996,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
58245,58777,Auto,10837.0,215970,263242,306304,103440,95873,70159,146092,68583,30859,0,67895,133996,163998,126151,167516,67599,98958,188123,49788,105290,291946,56579
57653,58813,Shadow of Death,33945.0,215970,263242,306304,103440,95873,70159,146092,68583,30859,0,67895,133996,163998,126151,167516,101544,98958,188123,49788,105290,291946,56579
