sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,32271.156,300.405,31229.447,391.389,226300,23525673,294840
Souleater,73,44646.274,46.514,4326.436,132.627,35040,3259178,99910
Syphon Strike,73,35399.808,36.824,3430.41,105.13,27740,2584186,79196
Edge of Shadow,47,53104.489,28.7,3313.228,129.331,21620,2495911,97427
Bloodspiller,37,59997.459,29.47,2946.842,128.501,22200,2219906,96802
Auto,255,8565.133,30.465,2899.323,47.963,22950,2184109,36131
Hard Slash,73,27795.781,29.071,2693.543,82.504,21900,2029092,62152
Torcleaver,13,89337.462,14.151,1541.698,114.3,10660,1161387,86104
Shadowbringer,14,75195.286,11.151,1397.465,99.521,8400,1052734,74971
Comeuppance,13,78440.538,12.425,1353.649,100.357,9360,1019727,75601
Scarlet Delirium,13,67544.692,10.699,1165.62,86.416,8060,878081,65099
Disesteem,7,125332.857,9.292,1164.623,117.295,7000,877330,88360
Carve and Spit,13,58829.923,9.319,1015.229,75.267,7020,764789,56700
Disesteem (pet),7,82248.429,5.761,764.272,76.981,4340,575739,57991
Shadowbringer (pet),7,75614.143,5.297,702.625,70.77,3990,529299,53312
Salt and Darkness,9,51604.889,5.974,616.532,54.938,4500,464444,41386
Abyssal Drain (pet),7,55711.286,3.903,517.682,52.141,2940,389979,39279
Bloodspiller (pet),7,55711.286,3.903,517.682,52.141,2940,389979,39279
Edge of Shadow (pet),7,55711.286,3.903,517.682,52.141,2940,389979,39279
Salted Earth (dot),45,4811.556,2.987,287.422,11.367,2250,216520,8563
Salted Earth,9,4811.556,0.597,57.484,5.083,450,43304,3829
