sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,885.6914,21414.955,704.828,43936.107,671.145,528710,32957616,503443
Leaping Opo,82.0,77952.378,50.285,8521.362,105.369,37720,6392095,79040
Auto,435.0,9064.947,52.191,5256.786,68.708,39150,3943252,51540
The Forbidden Chakra,63.6914,54348.012,33.962,4614.559,440.747,25476,3461501,330616
Pouncing Coeurl,60.0,53711.983,41.593,4296.237,146.227,31200,3222719,109689
Dragon Kick,82.0,38892.78,34.981,4251.563,128.842,26240,3189208,96648
Fire's Reply,13.0,195679.615,24.263,3391.21,257.322,18200,2543835,193024
Rising Raptor,45.0,55453.178,32.395,3326.632,130.653,24300,2495393,98006
Twin Snakes,45.0,42970.978,25.196,2577.826,101.23,18900,1933694,75935
Phantom Rush,6.0,240655.333,11.998,1924.919,214.992,9000,1443932,161271
Demolish,30.0,42924.433,16.797,1716.689,82.517,12600,1287733,61898
Wind's Reply,9.0,130779.0,12.478,1569.084,144.344,9360,1177011,108276
Elixir Burst,8.0,143115.875,9.598,1526.313,147.029,7200,1144927,110290
Rising Phoenix,6.0,103762.0,7.199,829.957,88.757,5400,622572,66579
Six-sided Star,1.0,99744.0,1.224,132.97,73.994,918,99744,55505
