sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7083.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,42134.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
6493,7025,Auto,11418.0,0,25247,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
7500,8123,Gnashing Fang,60018.0,0,25247,0,0,0,30619,0,0,0,60018,0,0,23916,0,0,0,0,42134,0,0,0
8125,8927,Jugular Rip,30007.0,0,25247,0,0,0,30619,0,0,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
9293,9825,Auto,11418.0,0,36665,0,0,0,30619,0,0,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
10000,10716,Double Down,136419.0,0,36665,0,0,0,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
10625,11252,Bow Shock,20457.0,0,36665,0,20457,0,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
11250,11875,Blasting Zone,109134.0,0,36665,109134,20457,0,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
12093,12625,Auto,11418.0,0,48083,109134,20457,0,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,0,0,0
12500,13081,Sonic Break,46373.0,0,48083,109134,20457,0,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,46373,0,0
10625,13500,Bow Shock (dot),8180.0,0,48083,109134,20457,8180,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,46373,0,0
12500,13500,Sonic Break (dot),16366.0,0,48083,109134,20457,8180,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,46373,16366,0
14893,15425,Auto,11418.0,0,59501,109134,20457,8180,30619,0,136419,0,60018,0,30007,23916,0,0,0,0,42134,46373,16366,0
15000,15625,Savage Claw,68203.0,0,59501,109134,20457,8180,30619,0,136419,0,60018,0,30007,23916,0,0,0,68203,42134,46373,16366,0
15625,16382,Abdomen Tear,35462.0,35462,59501,109134,20457,8180,30619,0,136419,0,60018,0,30007,23916,0,0,0,68203,42134,46373,16366,0
10625,16500,Bow Shock (dot),8180.0,35462,59501,109134,20457,16360,30619,0,136419,0,60018,0,30007,23916,0,0,0,68203,42134,46373,16366,0
12500,16500,Sonic Break (dot),16366.0,35462,59501,109134,20457,16360,30619,0,136419,0,60018,0,30007,23916,0,0,0,68203,42134,46373,32732,0
