sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Air Anchor,Arm Punch (pet),Blazing Shot,Chain Saw,Checkmate,Crowned Collider (pet),Double Check,Drill,Excavator,Full Metal Field,Heated Clean Shot,Heated Slug Shot,Heated Split Shot,Pile Bunker (pet),Roller Dash (pet),Shot,Wildfire (dot)
-1000,150,Air Anchor,152217.0,152217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-380,330,Checkmate,24091.0,152217,0,0,0,24091,0,0,0,0,0,0,0,0,0,0,0,0
150,908,Shot,7847.0,152217,0,0,0,24091,0,0,0,0,0,0,0,0,0,0,7847,0
240,950,Double Check,24091.0,152217,0,0,0,24091,0,24091,0,0,0,0,0,0,0,0,7847,0
1501,2651,Drill,88349.0,152217,0,0,0,24091,0,24091,88349,0,0,0,0,0,0,0,7847,0
2790,3548,Shot,7847.0,152217,0,0,0,24091,0,24091,88349,0,0,0,0,0,0,0,15694,0
4001,5031,Chain Saw,88349.0,152217,0,0,88349,24091,0,24091,88349,0,0,0,0,0,0,0,15694,0
5430,6188,Shot,7847.0,152217,0,0,88349,24091,0,24091,88349,0,0,0,0,0,0,0,23541,0
6502,7572,Excavator,92766.0,152217,0,0,88349,24091,0,24091,88349,92766,0,0,0,0,0,0,23541,0
8070,8828,Shot,8239.0,152217,0,0,88349,24091,0,24091,88349,92766,0,0,0,0,0,0,31780,0
9002,10152,Drill,159827.0,152217,0,0,88349,24091,0,24091,248176,92766,0,0,0,0,0,0,31780,0
9622,10332,Checkmate,25295.0,152217,0,0,88349,49386,0,24091,248176,92766,0,0,0,0,0,0,31780,0
10710,11468,Shot,8239.0,152217,0,0,88349,49386,0,24091,248176,92766,0,0,0,0,0,0,40019,0
11503,12533,Full Metal Field,217951.0,152217,0,0,88349,49386,0,24091,248176,92766,217951,0,0,0,0,0,40019,0
12622,12622,Roller Dash (pet),37149.0,152217,0,0,88349,49386,0,24091,248176,92766,217951,0,0,0,0,37149,40019,0
12123,12833,Double Check,25295.0,152217,0,0,88349,49386,0,49386,248176,92766,217951,0,0,0,0,37149,40019,0
13350,14108,Shot,8239.0,152217,0,0,88349,49386,0,49386,248176,92766,217951,0,0,0,0,37149,48258,0
14003,14853,Blazing Shot,36542.0,152217,0,36542,88349,49386,0,49386,248176,92766,217951,0,0,0,0,37149,48258,0
14623,15333,Checkmate,25295.0,152217,0,36542,88349,74681,0,49386,248176,92766,217951,0,0,0,0,37149,48258,0
15822,15822,Arm Punch (pet),18571.0,152217,18571,36542,88349,74681,0,49386,248176,92766,217951,0,0,0,0,37149,48258,0
15504,16354,Blazing Shot,36542.0,152217,18571,73084,88349,74681,0,49386,248176,92766,217951,0,0,0,0,37149,48258,0
15990,16748,Shot,8239.0,152217,18571,73084,88349,74681,0,49386,248176,92766,217951,0,0,0,0,37149,56497,0
16123,16833,Double Check,25295.0,152217,18571,73084,88349,74681,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
17422,17422,Arm Punch (pet),18571.0,152217,37142,73084,88349,74681,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
17004,17854,Blazing Shot,36542.0,152217,37142,109626,88349,74681,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
17624,18334,Checkmate,25295.0,152217,37142,109626,88349,99976,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
19022,19022,Arm Punch (pet),18571.0,152217,55713,109626,88349,99976,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
18505,19355,Blazing Shot,36542.0,152217,55713,146168,88349,99976,0,74681,248176,92766,217951,0,0,0,0,37149,56497,0
18630,19388,Shot,8239.0,152217,55713,146168,88349,99976,0,74681,248176,92766,217951,0,0,0,0,37149,64736,0
19125,19835,Double Check,25295.0,152217,55713,146168,88349,99976,0,99976,248176,92766,217951,0,0,0,0,37149,64736,0
20622,20622,Pile Bunker (pet),52627.0,152217,55713,146168,88349,99976,0,99976,248176,92766,217951,0,0,0,52627,37149,64736,0
20005,20855,Blazing Shot,36542.0,152217,55713,182710,88349,99976,0,99976,248176,92766,217951,0,0,0,52627,37149,64736,0
10242,20912,Wildfire (dot),158784.0,152217,55713,182710,88349,99976,0,99976,248176,92766,217951,0,0,0,52627,37149,64736,158784
20625,21335,Checkmate,25295.0,152217,55713,182710,88349,125271,0,99976,248176,92766,217951,0,0,0,52627,37149,64736,158784
21270,22028,Shot,8239.0,152217,55713,182710,88349,125271,0,99976,248176,92766,217951,0,0,0,52627,37149,72975,158784
22622,22622,Crowned Collider (pet),60369.0,152217,55713,182710,88349,125271,60369,99976,248176,92766,217951,0,0,0,52627,37149,72975,158784
21506,22656,Drill,92766.0,152217,55713,182710,88349,125271,60369,99976,340942,92766,217951,0,0,0,52627,37149,72975,158784
22126,22836,Double Check,25295.0,152217,55713,182710,88349,125271,60369,125271,340942,92766,217951,0,0,0,52627,37149,72975,158784
22746,23456,Checkmate,25295.0,152217,55713,182710,88349,150566,60369,125271,340942,92766,217951,0,0,0,52627,37149,72975,158784
23910,24668,Shot,8239.0,152217,55713,182710,88349,150566,60369,125271,340942,92766,217951,0,0,0,52627,37149,81214,158784
24006,24806,Heated Split Shot,30915.0,152217,55713,182710,88349,150566,60369,125271,340942,92766,217951,0,0,30915,52627,37149,81214,158784
24626,25336,Double Check,25295.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,0,0,30915,52627,37149,81214,158784
26507,27307,Heated Slug Shot,42833.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,0,42833,30915,52627,37149,81214,158784
26550,27308,Shot,7847.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,0,42833,30915,52627,37149,89061,158784
29007,29807,Heated Clean Shot,51946.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,42833,30915,52627,37149,89061,158784
29190,29948,Shot,7251.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,42833,30915,52627,37149,96312,158784
31508,32308,Heated Split Shot,27207.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,42833,58122,52627,37149,96312,158784
31830,32588,Shot,7251.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,42833,58122,52627,37149,103563,158784
34008,34808,Heated Slug Shot,39574.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,82407,58122,52627,37149,103563,158784
34470,35228,Shot,7251.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,51946,82407,58122,52627,37149,110814,158784
36509,37309,Heated Clean Shot,51946.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,58122,52627,37149,110814,158784
37110,37868,Shot,7251.0,152217,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,58122,52627,37149,118065,158784
39009,40159,Air Anchor,81629.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,58122,52627,37149,118065,158784
39750,40508,Shot,7251.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,58122,52627,37149,125316,158784
41510,42310,Heated Split Shot,27207.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,85329,52627,37149,125316,158784
42390,43148,Shot,7251.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,82407,85329,52627,37149,132567,158784
44010,44810,Heated Slug Shot,39574.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,121981,85329,52627,37149,132567,158784
45030,45788,Shot,7251.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,103892,121981,85329,52627,37149,139818,158784
46511,47311,Heated Clean Shot,51946.0,233846,55713,182710,88349,150566,60369,150566,340942,92766,217951,155838,121981,85329,52627,37149,139818,158784
47131,47841,Checkmate,22256.0,233846,55713,182710,88349,172822,60369,150566,340942,92766,217951,155838,121981,85329,52627,37149,139818,158784
47670,48428,Shot,7251.0,233846,55713,182710,88349,172822,60369,150566,340942,92766,217951,155838,121981,85329,52627,37149,147069,158784
47751,48461,Double Check,22256.0,233846,55713,182710,88349,172822,60369,172822,340942,92766,217951,155838,121981,85329,52627,37149,147069,158784
49011,50161,Drill,81629.0,233846,55713,182710,88349,172822,60369,172822,422571,92766,217951,155838,121981,85329,52627,37149,147069,158784
50310,51068,Shot,7251.0,233846,55713,182710,88349,172822,60369,172822,422571,92766,217951,155838,121981,85329,52627,37149,154320,158784
51512,52312,Heated Split Shot,27207.0,233846,55713,182710,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,37149,154320,158784
52950,53708,Shot,7251.0,233846,55713,182710,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,37149,161571,158784
54012,54862,Blazing Shot,32154.0,233846,55713,214864,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,37149,161571,158784
55131,55131,Roller Dash (pet),27114.0,233846,55713,214864,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,161571,158784
55590,56348,Shot,7251.0,233846,55713,214864,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,168822,158784
55513,56363,Blazing Shot,32154.0,233846,55713,247018,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,168822,158784
57013,57863,Blazing Shot,32154.0,233846,55713,279172,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,168822,158784
58331,58331,Arm Punch (pet),13555.0,233846,69268,279172,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,168822,158784
58230,58988,Shot,7251.0,233846,69268,279172,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
58514,59364,Blazing Shot,32154.0,233846,69268,311326,88349,172822,60369,172822,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
59134,59844,Double Check,22256.0,233846,69268,311326,88349,172822,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
59931,59931,Arm Punch (pet),13555.0,233846,82823,311326,88349,172822,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
60014,60864,Blazing Shot,32154.0,233846,82823,343480,88349,172822,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
60634,61344,Checkmate,22256.0,233846,82823,343480,88349,195078,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
61531,61531,Arm Punch (pet),13555.0,233846,96378,343480,88349,195078,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,176073,158784
60870,61628,Shot,7251.0,233846,96378,343480,88349,195078,60369,195078,422571,92766,217951,155838,121981,112536,52627,64263,183324,158784
61515,62315,Heated Slug Shot,39574.0,233846,96378,343480,88349,195078,60369,195078,422571,92766,217951,155838,161555,112536,52627,64263,183324,158784
62135,62845,Checkmate,22256.0,233846,96378,343480,88349,217334,60369,195078,422571,92766,217951,155838,161555,112536,52627,64263,183324,158784
63131,63131,Pile Bunker (pet),38417.0,233846,96378,343480,88349,217334,60369,195078,422571,92766,217951,155838,161555,112536,91044,64263,183324,158784
62755,63465,Double Check,22256.0,233846,96378,343480,88349,217334,60369,217334,422571,92766,217951,155838,161555,112536,91044,64263,183324,158784
63510,64268,Shot,7251.0,233846,96378,343480,88349,217334,60369,217334,422571,92766,217951,155838,161555,112536,91044,64263,190575,158784
64015,65045,Chain Saw,81629.0,233846,96378,343480,169978,217334,60369,217334,422571,92766,217951,155838,161555,112536,91044,64263,190575,158784
65131,65131,Crowned Collider (pet),44069.0,233846,96378,343480,169978,217334,104438,217334,422571,92766,217951,155838,161555,112536,91044,64263,190575,158784
66150,66908,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,422571,92766,217951,155838,161555,112536,91044,64263,197826,158784
66516,67586,Excavator,140638.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,155838,161555,112536,91044,64263,197826,158784
68790,69548,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,155838,161555,112536,91044,64263,205077,158784
69016,69816,Heated Clean Shot,51946.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,161555,112536,91044,64263,205077,158784
71430,72188,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,161555,112536,91044,64263,212328,158784
71517,72317,Heated Split Shot,27207.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,161555,139743,91044,64263,212328,158784
74017,74817,Heated Slug Shot,39574.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,201129,139743,91044,64263,212328,158784
74070,74828,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,201129,139743,91044,64263,219579,158784
76710,77468,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,422571,233404,217951,207784,201129,139743,91044,64263,226830,158784
76518,77668,Drill,81629.0,233846,96378,343480,169978,217334,104438,217334,504200,233404,217951,207784,201129,139743,91044,64263,226830,158784
79350,80108,Shot,7251.0,233846,96378,343480,169978,217334,104438,217334,504200,233404,217951,207784,201129,139743,91044,64263,234081,158784
80137,80137,Roller Dash (pet),27114.0,233846,96378,343480,169978,217334,104438,217334,504200,233404,217951,207784,201129,139743,91044,91377,234081,158784
79018,80168,Air Anchor,81629.0,315475,96378,343480,169978,217334,104438,217334,504200,233404,217951,207784,201129,139743,91044,91377,234081,158784
81519,82319,Heated Clean Shot,51946.0,315475,96378,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,139743,91044,91377,234081,158784
81990,82748,Shot,7251.0,315475,96378,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,139743,91044,91377,241332,158784
83337,83337,Arm Punch (pet),13555.0,315475,109933,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,139743,91044,91377,241332,158784
84019,84819,Heated Split Shot,27207.0,315475,109933,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,166950,91044,91377,241332,158784
84937,84937,Arm Punch (pet),13555.0,315475,123488,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,166950,91044,91377,241332,158784
84630,85388,Shot,7251.0,315475,123488,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,166950,91044,91377,248583,158784
86537,86537,Arm Punch (pet),13555.0,315475,137043,343480,169978,217334,104438,217334,504200,233404,217951,259730,201129,166950,91044,91377,248583,158784
86520,87320,Heated Slug Shot,39574.0,315475,137043,343480,169978,217334,104438,217334,504200,233404,217951,259730,240703,166950,91044,91377,248583,158784
87270,88028,Shot,7251.0,315475,137043,343480,169978,217334,104438,217334,504200,233404,217951,259730,240703,166950,91044,91377,255834,158784
88137,88137,Pile Bunker (pet),38417.0,315475,137043,343480,169978,217334,104438,217334,504200,233404,217951,259730,240703,166950,129461,91377,255834,158784
89020,89820,Heated Clean Shot,51946.0,315475,137043,343480,169978,217334,104438,217334,504200,233404,217951,311676,240703,166950,129461,91377,255834,158784
90137,90137,Crowned Collider (pet),44069.0,315475,137043,343480,169978,217334,148507,217334,504200,233404,217951,311676,240703,166950,129461,91377,255834,158784
89910,90668,Shot,7251.0,315475,137043,343480,169978,217334,148507,217334,504200,233404,217951,311676,240703,166950,129461,91377,263085,158784
91521,92321,Heated Split Shot,27207.0,315475,137043,343480,169978,217334,148507,217334,504200,233404,217951,311676,240703,194157,129461,91377,263085,158784
92550,93308,Shot,7251.0,315475,137043,343480,169978,217334,148507,217334,504200,233404,217951,311676,240703,194157,129461,91377,270336,158784
94021,94821,Heated Slug Shot,39574.0,315475,137043,343480,169978,217334,148507,217334,504200,233404,217951,311676,280277,194157,129461,91377,270336,158784
94641,95351,Double Check,22256.0,315475,137043,343480,169978,217334,148507,239590,504200,233404,217951,311676,280277,194157,129461,91377,270336,158784
95190,95948,Shot,7251.0,315475,137043,343480,169978,217334,148507,239590,504200,233404,217951,311676,280277,194157,129461,91377,277587,158784
