sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,233.0,455,0,22516,44823,0
4600,5400,Broil IV,47063.0,455,0,22516,91886,0
-200,7500,Biolysis (dot),11258.0,455,0,33774,91886,0
7940,8740,Broil IV,61899.0,455,0,33774,153785,0
8440,8972,Auto,306.0,761,0,33774,153785,0
8543,9613,Energy Drain,19358.0,761,0,33774,153785,19358
-200,10500,Biolysis (dot),11258.0,761,0,45032,153785,19358
10340,11140,Broil IV,61899.0,761,0,45032,215684,19358
10943,12013,Energy Drain,19358.0,761,0,45032,215684,38716
11560,12092,Auto,306.0,1067,0,45032,215684,38716
-200,13500,Biolysis (dot),11258.0,1067,0,56290,215684,38716
12740,13540,Broil IV,61899.0,1067,0,56290,277583,38716
13343,14413,Energy Drain,19358.0,1067,0,56290,277583,58074
15140,15940,Broil IV,61899.0,1067,0,56290,339482,58074
15640,16172,Auto,306.0,1373,0,56290,339482,58074
-200,16500,Biolysis (dot),11258.0,1373,0,67548,339482,58074
17540,18340,Broil IV,61899.0,1373,0,67548,401381,58074
18760,19292,Auto,306.0,1679,0,67548,401381,58074
-200,19500,Biolysis (dot),11258.0,1679,0,78806,401381,58074
18143,19500,Baneful Impaction (dot),28120.0,1679,28120,78806,401381,58074
19940,20740,Broil IV,61899.0,1679,28120,78806,463280,58074
20543,21613,Energy Drain,19358.0,1679,28120,78806,463280,77432
-200,22500,Biolysis (dot),11258.0,1679,28120,90064,463280,77432
18143,22500,Baneful Impaction (dot),28120.0,1679,56240,90064,463280,77432
22340,23140,Broil IV,61899.0,1679,56240,90064,525179,77432
22840,23372,Auto,306.0,1985,56240,90064,525179,77432
22943,24013,Energy Drain,19358.0,1985,56240,90064,525179,96790
24420,25490,Energy Drain,19358.0,1985,56240,90064,525179,116148
23800,25500,Biolysis (dot),17005.0,1985,56240,107069,525179,116148
18143,25500,Baneful Impaction (dot),28120.0,1985,84360,107069,525179,116148
25960,26492,Auto,265.0,2250,84360,107069,525179,116148
27140,27940,Broil IV,44823.0,2250,84360,107069,570002,116148
18143,28500,Baneful Impaction (dot),28120.0,2250,112480,107069,570002,116148
23800,28500,Biolysis (dot),17005.0,2250,112480,124074,570002,116148
29541,30341,Broil IV,44823.0,2250,112480,124074,614825,116148
30041,30573,Auto,222.0,2472,112480,124074,614825,116148
18143,31500,Baneful Impaction (dot),28120.0,2472,140600,124074,614825,116148
23800,31500,Biolysis (dot),17005.0,2472,140600,141079,614825,116148
31941,32741,Broil IV,41419.0,2472,140600,141079,656244,116148
33161,33693,Auto,222.0,2694,140600,141079,656244,116148
23800,34500,Biolysis (dot),17005.0,2694,140600,158084,656244,116148
34341,35141,Broil IV,41419.0,2694,140600,158084,697663,116148
23800,37500,Biolysis (dot),17005.0,2694,140600,175089,697663,116148
36741,37541,Broil IV,41419.0,2694,140600,175089,739082,116148
37241,37773,Auto,222.0,2916,140600,175089,739082,116148
39141,39941,Broil IV,41419.0,2916,140600,175089,780501,116148
23800,40500,Biolysis (dot),17005.0,2916,140600,192094,780501,116148
40361,40893,Auto,222.0,3138,140600,192094,780501,116148
41541,42341,Broil IV,41419.0,3138,140600,192094,821920,116148
23800,43500,Biolysis (dot),17005.0,3138,140600,209099,821920,116148
43941,44741,Broil IV,41396.0,3138,140600,209099,863316,116148
44441,44973,Auto,221.0,3359,140600,209099,863316,116148
23800,46500,Biolysis (dot),17005.0,3359,140600,226104,863316,116148
46341,47141,Broil IV,41396.0,3359,140600,226104,904712,116148
47561,48093,Auto,221.0,3580,140600,226104,904712,116148
23800,49500,Biolysis (dot),17005.0,3580,140600,243109,904712,116148
48741,49541,Broil IV,41396.0,3580,140600,243109,946108,116148
51141,51941,Broil IV,41396.0,3580,140600,243109,987504,116148
51641,52173,Auto,221.0,3801,140600,243109,987504,116148
23800,52500,Biolysis (dot),17005.0,3801,140600,260114,987504,116148
54761,55293,Auto,221.0,4022,140600,260114,987504,116148
52601,55500,Biolysis (dot),11370.0,4022,140600,271484,987504,116148
55941,56741,Broil IV,41396.0,4022,140600,271484,1028900,116148
52601,58500,Biolysis (dot),11370.0,4022,140600,282854,1028900,116148
58341,59141,Broil IV,41396.0,4022,140600,282854,1070296,116148
58841,59373,Auto,221.0,4243,140600,282854,1070296,116148
52601,61500,Biolysis (dot),11370.0,4243,140600,294224,1070296,116148
60741,61541,Broil IV,41396.0,4243,140600,294224,1111692,116148
61961,62493,Auto,221.0,4464,140600,294224,1111692,116148
63141,63941,Broil IV,41396.0,4464,140600,294224,1153088,116148
52601,64500,Biolysis (dot),11370.0,4464,140600,305594,1153088,116148
65541,66341,Broil IV,41396.0,4464,140600,305594,1194484,116148
66041,66573,Auto,221.0,4685,140600,305594,1194484,116148
52601,67500,Biolysis (dot),11370.0,4685,140600,316964,1194484,116148
