sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,886.6391,21080.101,704.828,43249.102,656.1,528710,32442276,492158
Leaping Opo,82.0,76465.756,50.285,8358.852,102.631,37720,6270192,76986
Auto,435.0,8938.972,52.191,5183.733,67.401,39150,3888453,50559
The Forbidden Chakra,64.6391,52749.915,34.468,4545.512,433.225,25855,3409707,324973
Pouncing Coeurl,60.0,53711.983,41.593,4296.237,146.227,31200,3222719,109689
Dragon Kick,82.0,38108.866,34.981,4165.869,125.555,26240,3124927,94182
Rising Raptor,45.0,55453.178,32.395,3326.632,130.653,24300,2495393,98006
Fire's Reply,13.0,189908.846,24.263,3291.2,248.657,18200,2468815,186524
Twin Snakes,45.0,42970.978,25.196,2577.826,101.23,18900,1933694,75935
Phantom Rush,6.0,229196.0,11.998,1833.26,204.755,9000,1375176,153592
Demolish,30.0,42924.433,16.797,1716.689,82.517,12600,1287733,61898
Wind's Reply,9.0,128023.444,12.478,1536.023,140.422,9360,1152211,105334
Elixir Burst,8.0,136301.0,9.598,1453.633,140.027,7200,1090408,105038
Rising Phoenix,6.0,103762.0,7.199,829.957,88.757,5400,622572,66579
Six-sided Star,1.0,100276.0,1.23,133.679,73.994,923,100276,55505
